mosque_id/id,id,name,episode_days/id,company_id/id,subh,zuhr,period_subh,period_zuhr,period_id/id,academic_id/id,period_magrib,women_or_men,expected_students,active,episode_type/id
data_security.228,5417,ابتدائي عليا مجموعة الموهوبات,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.228,5418,ابتدائي دُنيا,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.228,5423,معلـــمات,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.1221,5992,القاسم بن محمد 3-4,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.1221,5993,عبيدة بن عمرو 3-4,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,women,50,1,data_security.mk_episode_type_1
data_security.1221,5995,هشام بن عروة 5-6,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,women,50,1,data_security.mk_episode_type_1
data_security.1221,5999,شريح النخعي  م,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,women,50,1,data_security.mk_episode_type_1
data_security.3556,6011, عامر عثمان,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,women,50,1,data_security.mk_episode_type_1
data_security.3556,6015,عبدالعزيز العيون السود ,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.193,6113,حضانة مطورة,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.3677,6237,أ. عبير الشهري,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.3677,6238,أ. سمية القحطاني,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.733,6449,بلسم الأخاء ,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.195,6470,حلقة معلمات الغد,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.195,6471,ابتسام النعمان,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.195,6472,الجادات في طلب العلم,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.195,6473,براعم المعرفة ,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.1446,6630,متقدمات لاختبار الاجزاء,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.193,8792,غير قارئات1,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.1384,10388,سعد بن ابي وقاص رضي الله عنه ,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.162,10451,صفية بنت عمر,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.162,10452,حلقةعائشه,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.162,10885,عائشة أم المؤمنين,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.1894,10923,وردة الأمل,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.1894,10924,فرسان الأمة,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.1894,10927,أحباب الله,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.1894,10928,فاطمة بنت رسول الله صلى الله عليه وسلم,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.1894,10929,حفصة بنت عمر رضي الله عنهما,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.4173,10955,خديجه ,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.1820,11535,ماريه رضي الله عنها ,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.1820,11536,خديجه رضي الله عنها ,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,women,50,1,data_security.mk_episode_type_1
data_security.1820,11537,صفيه رضي الله عنها ,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,women,50,1,data_security.mk_episode_type_1
data_security.1820,11538,عائشه رضي الله عنها ,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,women,50,1,data_security.mk_episode_type_1
data_security.1820,11544,جويريه رضي الله عنها ,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,women,50,1,data_security.mk_episode_type_1
data_security.1820,11546,حفصه رضي الله عنها,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.1858,11970,طلاب محذوفين,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.1221,12747,ثابت البناني,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.1221,12752,عبيدة بن عمرو,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.1221,12754,هشام بن عروة,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,women,50,1,data_security.mk_episode_type_1
data_security.1221,12755,أبو سلمة عبد الرحمن بن عوف,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.1221,12756,قتادة السدوسي,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.1221,12757,ثابت البناني ,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.1221,12758,شريح النخعي,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.1221,12759,علقمة النخعي,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.1221,12760,عامر الشعبي,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.1221,12765,المنقطعون العام الماضي,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.1881,13959,ام ورقة,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.1881,13963,ام شريك,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.1881,13965,جوريه بنت الحارث,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.1881,13966,ام عماره,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.1881,13968,ام ورقه,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.1881,13969,ام حرام,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.1881,13972,ام شريك ,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,women,50,1,data_security.mk_episode_type_1
data_security.1881,13974,ام حبيبه 2,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.1881,13975,ام حرام 2,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.1881,13976,ام عماره 2,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,women,50,1,data_security.mk_episode_type_1
data_security.1881,13977,ام ورقه 2,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,women,50,1,data_security.mk_episode_type_1
data_security.1881,13978,جوريه بنت الحارث 2,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.1881,13979,خديجه بنت خويلد 2,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,women,50,1,data_security.mk_episode_type_1
data_security.1881,13980,زينب بنت جحش 2,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.1881,13981,سميه بنت الخياط 2,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.1881,13982,ام شريك 2,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.937,13805,صفيه بنت عمران,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.937,13806,عمره بنت مسعود,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,women,50,1,data_security.mk_episode_type_1
data_security.1494,14210,حلقة ,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,women,50,1,data_security.mk_episode_type_1
data_security.1594,15176,اجزاء ج,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,women,50,1,data_security.mk_episode_type_1
data_security.247,15393,صفيه بنت حيي رضي الله عنها,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,women,50,1,data_security.mk_episode_type_1
data_security.247,15395, المجاهدات,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,women,50,1,data_security.mk_episode_type_1
data_security.247,15401,  أسماء بنت أبي بكر,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,women,50,1,data_security.mk_episode_type_1
data_security.1591,15439,الشيخ عبد العزيز بن باز -رحمه الله,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,women,50,1,data_security.mk_episode_type_1
data_security.683,15949,ابن رجب - ابتدائي,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.683,15957,سالم مولى ابي حذيفه - ابتدائي,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.1897,16402,تجربة جديدة,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.162,17717,حلقة خديجه رضي الله عنها ,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.193,17789,براعم اول صباحي,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.193,17792,براعم تهيئه صباحي,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.1221,17883,القاسم بن محمد 4-5-6,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,women,50,1,data_security.mk_episode_type_1
data_security.1221,17884,عبيدة بن عمرو 4-5-6,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.1221,17886,هشام بن عروة 4-5-6,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.1221,17887,أبو سلمة عبد الرحمن بن عوف 4-5-6,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.1897,19099,سعد الدريس,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.1897,19100,عبد الحميد الدريس,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.228,20119,أمهات قارئات مبتدئات,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.937,21060,أحكام النون والميم الساكنة ,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,women,50,1,data_security.mk_episode_type_1
data_security.937,21062,حفظ مكثف ومدود ,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.4429,21146,الباقيات الصالحات ,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.1692,21526,تصحيح التلاوة -2-,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.4173,22122,زيب رضى الله عنها,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,women,50,1,data_security.mk_episode_type_1
data_security.1194,22609,الناصر 1434,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,women,50,1,data_security.mk_episode_type_1
data_security.481,22749,ثلاث حلقات,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.1221,22908,شريح  الخعي م,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.193,23202,نون ساكنة1,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.193,23204,الزهراوان,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.193,23220,براعم ثاني أولاد صباحي,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.193,23222,براعم ثاني 1 صباحي,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.193,23223,براعم ثاني 2 صباحي,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.193,23228,روضه مطورة,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.193,23231,1/2إبتدائي,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.193,23232,3/4إبتدائي,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.193,23233,5/6إبتدائي,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.4429,23481,المبدعون,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,women,50,1,data_security.mk_episode_type_1
data_security.4429,23482,القلوب ,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.4429,23487,طالبات الفردوس ,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.1533,23586,زاد التقى,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.3677,23978,فاطمة بنت الوسول صلى الله عليه وسلم,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.3677,23979,أ.  زينب,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.3677,23980,أ. سمية الرفاعي,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.3677,23981,أ. ألفت,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,women,50,1,data_security.mk_episode_type_1
data_security.3677,23982,خاتمات سنتين,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,women,50,1,data_security.mk_episode_type_1
data_security.3677,23983,خاتمات سنة,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,women,50,1,data_security.mk_episode_type_1
data_security.3677,23984,أم أيمن رضي الله عنها,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,women,50,1,data_security.mk_episode_type_1
data_security.3677,23985,أ. جميلة,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,women,50,1,data_security.mk_episode_type_1
data_security.3677,23986,السراج المنير,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,women,50,1,data_security.mk_episode_type_1
data_security.244,24093,ربيعة بن كعب,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,women,50,1,data_security.mk_episode_type_1
data_security.2641,24423,لم يعرف ,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.1858,24239,زيد بن حارثه,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
data_security.3677,24890,تمهيدي ثالث بنات,data_security.mk_work_days_1,base.main_company,1,1,s,z,data_security.mk_periods_1,data_security.mk_study_year_1,,men,50,1,data_security.mk_episode_type_1
